Date,Close,High,Low,Open,Volume,Adj Close
2020-01-02,47.77305603027344,47.77305603027344,47.53859622403647,47.627529466685296,2914400,47.77305603027344
2020-01-03,47.174781799316406,47.43349501566508,47.11818847599668,47.134358437531574,3169600,47.174781799316406
2020-01-06,47.3526496887207,47.36073621177906,47.04542657870606,47.04542657870606,2514700,47.3526496887207
2020-01-07,47.118194580078125,47.23138124138071,47.069687773294284,47.23138124138071,3094600,47.118194580078125
2020-01-08,47.23946762084961,47.36882424538647,47.02926117841146,47.02926117841146,5357100,47.23946762084961
2020-01-09,47.2879753112793,47.2960587506407,47.15053216929494,47.27988878781283,2302000,47.2879753112793
2020-01-10,47.06159210205078,47.29605190295137,46.996915344208496,47.23137206100447,3987600,47.06159210205078
2020-01-13,47.296058654785156,47.296058654785156,47.01309201613359,47.09393874600402,3165000,47.296058654785156
2020-01-14,47.328392028808594,47.376898826374145,47.1424421085632,47.15861206911993,3045400,47.328392028808594
2020-01-15,47.34456253051758,47.42540925012066,47.25562928849139,47.32839256977603,1671200,47.34456253051758
2020-01-16,47.570945739746094,47.570945739746094,47.344572410334386,47.41733570680319,1910800,47.570945739746094
2020-01-17,47.756900787353516,47.756900787353516,47.627544144754424,47.74881734648729,1521700,47.756900787353516
2020-01-21,47.40924072265625,47.60327717331628,47.40924072265625,47.58710721208588,2248600,47.40924072265625
2020-01-22,47.45775604248047,47.56285926046492,47.40924615323262,47.55477273687106,2705800,47.45775604248047
2020-01-23,47.26372146606445,47.312231357258774,46.94033144375134,47.19095817132559,8708400,47.26372146606445
2020-01-24,47.09393310546875,47.490089436237554,47.0292532620352,47.490089436237554,3078100,47.09393310546875
2020-01-27,46.12376403808594,46.36630731953786,46.12376403808594,46.22078073384568,2488200,46.12376403808594
2020-01-28,46.600772857666016,46.61694282295338,46.269296279538906,46.30971965070455,2788900,46.600772857666016
2020-01-29,46.6573600769043,46.79480322177404,46.552259942474336,46.673530040071626,1539400,46.6573600769043
2020-01-30,46.63310241699219,46.657355817476486,46.22886262702804,46.28545595089464,3462400,46.63310241699219
2020-01-31,45.9135627746582,46.2935461354029,45.768036182337156,46.26929273138449,4368300,45.9135627746582
2020-02-03,45.92972183227539,46.15609510697361,45.90546534991161,45.91355187206772,1934700,45.92972183227539
2020-02-04,46.697784423828125,46.74629431434924,46.60076772689108,46.63310765390516,2042100,46.697784423828125
2020-02-05,47.15860366821289,47.231363851599596,47.037330527693555,47.14243371053671,4459300,47.15860366821289
2020-02-06,47.23946762084961,47.27180754801012,47.150534363210795,47.21521421753182,1573300,47.23946762084961
2020-02-07,46.786720275878906,47.005010169172614,46.77863683572967,46.948416835811884,2571200,46.786720275878906
2020-02-10,46.93223571777344,46.96457563889539,46.75437231981194,46.770539196268295,3260200,46.93223571777344
2020-02-11,47.27989196777344,47.36074178735059,47.1909587082912,47.20712867220663,5291900,47.27989196777344
